,finished,page,title,url
527,False,1,拓展培训,/c101010100-p190504/
528,False,1,课程顾问,/c101010100-p190601/
529,False,1,招生顾问,/c101010100-p190602/
530,False,1,留学顾问,/c101010100-p190603/
531,False,1,教练,/c101010100-p190799/
532,False,1,舞蹈教练,/c101010100-p190701/
533,False,1,瑜伽教练,/c101010100-p190702/
534,False,1,瘦身顾问,/c101010100-p190703/
535,False,1,游泳教练,/c101010100-p190704/
536,False,1,健身教练,/c101010100-p190705/
537,False,1,篮球/羽毛球教练,/c101010100-p190706/
538,False,1,跆拳道教练,/c101010100-p190707/
539,False,1,其他教育培训职位,/c101010100-p190801/
540,False,1,医生/医技,/c101010100-p210199/
541,False,1,医生助理,/c101010100-p210112/
542,False,1,医学影像,/c101010100-p210113/
543,False,1,B超医生,/c101010100-p210114/
544,False,1,中医,/c101010100-p210302/
545,False,1,医师,/c101010100-p210103/
546,False,1,心理医生,/c101010100-p210303/
547,False,1,药剂师,/c101010100-p210104/
548,False,1,牙科医生,/c101010100-p210304/
549,False,1,康复治疗师,/c101010100-p210305/
550,False,1,验光师,/c101010100-p210109/
551,False,1,放射科医师,/c101010100-p210110/
552,False,1,检验科医师,/c101010100-p210111/
553,False,1,其他医生职位,/c101010100-p210107/
554,False,1,护士长,/c101010100-p210202/
555,False,1,护士/护理,/c101010100-p210201/
556,False,1,导医,/c101010100-p210503/
557,False,1,健康整形,/c101010100-p210499/
558,False,1,营养师,/c101010100-p210401/
559,False,1,整形师,/c101010100-p210402/
560,False,1,理疗师,/c101010100-p210403/
561,False,1,针灸推拿,/c101010100-p210404/
562,False,1,生物制药,/c101010100-p210115/
563,False,1,药品注册,/c101010100-p210116/
564,False,1,药品生产,/c101010100-p210117/
565,False,1,临床研究,/c101010100-p210118/
566,False,1,临床协调,/c101010100-p210119/
567,False,1,临床数据分析,/c101010100-p210120/
568,False,1,医学总监,/c101010100-p210106/
569,False,1,医药研发,/c101010100-p210108/
570,False,1,医疗器械注册,/c101010100-p210121/
571,False,1,医疗器械生产/质量管理,/c101010100-p210122/
572,False,1,医疗器械研究,/c101010100-p210105/
573,False,1,药店,/c101010100-p210899/
574,False,1,店长,/c101010100-p210801/
575,False,1,执业药师/驻店药师,/c101010100-p210802/
576,False,1,店员/营业员,/c101010100-p210803/
577,False,1,市场营销/媒体,/c101010100-p210599/
578,False,1,医疗器械销售,/c101010100-p210506/
579,False,1,医学编辑,/c101010100-p210101/
580,False,1,医学总监,/c101010100-p210501/
581,False,1,药学编辑,/c101010100-p210102/
582,False,1,医药代表,/c101010100-p210502/
583,False,1,健康顾问,/c101010100-p210504/
584,False,1,医美咨询,/c101010100-p210505/
585,False,1,其他医疗健康类职位,/c101010100-p210701/
586,False,1,采购,/c101010100-p250199/
587,False,1,采购总监,/c101010100-p250101/
588,False,1,采购经理,/c101010100-p250102/
589,False,1,采购专员,/c101010100-p250103/
590,False,1,买手,/c101010100-p250104/
591,False,1,采购工程师,/c101010100-p250105/
592,False,1,采购主管,/c101010100-p250106/
593,False,1,采购助理,/c101010100-p250107/
594,False,1,进出口贸易,/c101010100-p250299/
595,False,1,外贸经理,/c101010100-p250201/
596,False,1,外贸专员,/c101010100-p250202/
597,False,1,外贸业务员,/c101010100-p250203/
598,False,1,贸易跟单,/c101010100-p250204/
599,False,1,其他采购/贸易类职位,/c101010100-p250301/
600,False,1,物流,/c101010100-p240199/
601,False,1,供应链专员,/c101010100-p240101/
602,False,1,供应链经理,/c101010100-p240102/
603,False,1,物流专员,/c101010100-p240103/
604,False,1,物流经理,/c101010100-p240104/
605,False,1,物流运营,/c101010100-p240105/
606,False,1,物流跟单,/c101010100-p240106/
607,False,1,贸易跟单,/c101010100-p240107/
608,False,1,物仓调度,/c101010100-p240108/
609,False,1,物仓项目,/c101010100-p240109/
610,False,1,运输经理/主管,/c101010100-p240110/
